"Ano-calendário";"CNPJ";"Razão Social";"Nome Fantasia";"Código CNAE";"CNAE";"Município";"UF";"Valor Renúncia Fiscal (R$)"
"2024";"08734301000231";"QATAR AIRWAYS GROUP";"QATAR AIRWAYS";"51111";"Transporte aéreo de passageiros regular";"GUARULHOS";"SP";"470631,00"
"2024";"84590892000207";"HERMASA NAVEGACAO DA AMAZONIA LTDA";"HERMASA";"52311";"Gestão de portos e terminais";"ITACOATIARA";"AM";"470286,00"
"2024";"79846465000118";"GOEDERT LTDA";"";"46494";"Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente";"BIGUAÇU";"SC";"469793,00"
"2024";"08431606000193";"LS EMBALAGENS, COMERCIO, SERVICOS E LOGISTICA LTDA";"";"46869";"Comércio atacadista de papel e papelão em bruto e de embalagens";"GUARULHOS";"SP";"469693,00"
"2024";"01712236000113";"FORTUNA NATURAL STONES LTDA";"FORTUNA NATURAL STONES";"00000";"Sem informação";"BARRA DE SÃO FRANCISCO";"ES";"469012,00"
"2024";"20592081000173";"BOCCHI E FABIAN LTDA";"SOYAGRO INSUMOS AGRICOLAS";"46834";"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo";"SORRISO";"MT";"467919,00"
"2024";"33461740002209";"DEUTSCHE LUFTHANSA AG";"";"51111";"Transporte aéreo de passageiros regular";"GUARULHOS";"SP";"467674,00"
"2024";"00025841000153";"HOSPITAL SANTA LUCIA S/A";"SANTA LUCIA";"86101";"Atividades de atendimento hospitalar";"BRASÍLIA";"DF";"467405,00"
"2024";"61338844000999";"HONEYWELL DO BRASIL LTDA.";"";"00000";"Sem informação";"SÃO JOSÉ DOS CAMPOS";"SP";"467103,00"
"2024";"24684423000136";"SURGITEC COMERCIO E FABRICACAO DE PRODUTOS MEDICOS E HOSPITALARES LTDA";"";"32507";"Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos";"BOITUVA";"SP";"467051,00"
"2024";"68867522000129";"GABMED PRODUTOS ESPECIFICOS LTDA";"";"32507";"Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos";"SÃO PAULO";"SP";"466956,00"
"2024";"03393064000198";"MOBITEC BRASIL LTDA";"MOBITEC BRASIL";"27902";"Fabricação de equipamentos e aparelhos elétricos não especificados anteriormente";"CAXIAS DO SUL";"RS";"466844,00"
"2024";"32485369000128";"GRAMAZINI GRANITOS E MARMORES THOMAZINI LTDA";"GRAMAZINI";"00000";"Sem informação";"CACHOEIRO DE ITAPEMIRIM";"ES";"466822,00"
"2024";"04214716000142";"C-TRADE COMERCIO LTDA";"";"46371";"Comércio atacadista especializado em produtos alimentícios não especificados anteriormente";"RIO DE JANEIRO";"RJ";"466735,00"
"2024";"33132383000100";"LINA FLORES COMERCIO E IMPORTACAO LTDA";"LINA FLORES";"47890";"Comércio varejista de outros produtos novos não especificados anteriormente";"SÃO PAULO";"SP";"466652,00"
"2024";"89458822000124";"STRADA REPRESENTACOES COMERCIAIS LTDA";"";"46192";"Representantes comerciais e agentes do comércio de mercadorias em geral não especializado";"CAXIAS DO SUL";"RS";"466534,00"
"2024";"11220361000160";"ITAPLAS MS RECICLAGEM LTDA";"ITAPLAS MS RECICLAGEM";"00000";"Sem informação";"TRÊS LAGOAS";"MS";"466184,00"
"2024";"92695691000103";"KLEY HERTZ FARMACEUTICA S.A";"HERTZ FARMACEUTICA";"00000";"Sem informação";"PORTO ALEGRE";"RS";"466147,00"
"2024";"72058241000364";"ALLTECH DO BRASIL AGROINDUSTRIAL LTDA.";"";"20991";"Fabricação de produtos químicos não especificados anteriormente";"SÃO PEDRO DO IVAÍ";"PR";"466096,00"
"2024";"42462847000138";"ENJOY COMERCIO INTERNACIONAL LTDA";"";"46931";"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários";"ITAJAÍ";"SC";"466078,00"
"2024";"01124851000532";"METALLOYS & CHEMICALS COMERCIAL LTDA";"";"46842";"Comércio atacadista de produtos químicos e petroquímicos, exceto agroquímicos";"COTIA";"SP";"465384,00"
"2024";"02914460021662";"SEARA ALIMENTOS LTDA";"SEARA";"10945";"Fabricação de massas alimentícias";"LAGES";"SC";"465341,00"
"2024";"44552174000302";"ORIGEO COMERCIO DE PRODUTOS AGROPECUARIOS S.A";"";"46834";"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo";"LUÍS EDUARDO MAGALHÃES";"BA";"465183,00"
"2024";"03940850000168";"GLOBO CENTRAL DE USINAGEM LTDA.";"";"25993";"Fabricação de produtos de metal não especificados anteriormente";"JAMBEIRO";"SP";"465104,00"
"2024";"16492411000181";"OCEANPACT GEOCIENCIAS LTDA.";"";"77390";"Aluguel de máquinas e equipamentos não especificados anteriormente";"RIO DE JANEIRO";"RJ";"465047,00"
"2024";"10327508000152";"PCR PRODUCAO EXPORTACAO E IMPORTACAO LTDA";"PCR";"01334";"Cultivo de frutas de lavoura permanente, exceto laranja e uva";"CAMPO LARGO";"PR";"465012,00"
"2024";"17733830000392";"QUALLY TRADING - ATACADISTA DE ALIMENTOS, IMPORTACAO EXPORTACAOLTDA";"";"46397";"Comércio atacadista de produtos alimentícios em geral";"MACEIÓ";"AL";"464961,00"
"2024";"09583365000160";"VERSA COMERCIO INTERNACIONAL LTDA";"VERSA COMERCIO INTERNACIONAL";"46397";"Comércio atacadista de produtos alimentícios em geral";"ITAJAÍ";"SC";"464787,00"
"2024";"03805808000134";"INVE DO BRASIL LTDA";"INVE BRASIL";"46231";"Comércio atacadista de animais vivos, alimentos para animais e matérias-primas agrícolas, exceto café e soja";"FORTALEZA";"CE";"464384,00"
"2024";"05635291001007";"BAKER HUGHES ENERGY TECHNOLOGY DO BRASIL LIMITADA";"";"72100";"Pesquisa e desenvolvimento experimental em ciências físicas e naturais";"RIO DE JANEIRO";"RJ";"464130,00"
"2024";"01441372000116";"FUNDACAO JOSUE MONTELLO";"FUNDACAO JOSUE MONTELLO";"86101";"Atividades de atendimento hospitalar";"SÃO LUÍS";"MA";"464102,00"
"2024";"19398581000190";"UNITERMI INDUSTRIA E COMERCIO LTDA";"UNITERMI";"22293";"Fabricação de artefatos de material plástico não especificados anteriormente";"PAULO LOPES";"SC";"463500,00"
"2024";"79608972000113";"MARCON SERVICOS DE DESPACHOS EM GERAL LTDA";"";"52311";"Gestão de portos e terminais";"PARANAGUÁ";"PR";"463458,00"
"2024";"30738664000113";"DUTY FREE SHOP TM IMPORTACAO E EXPORTACAO LTDA";"";"00000";"Sem informação";"URUGUAIANA";"RS";"463171,00"
"2024";"89860860000109";"LB COMERCIO DE CEREAIS LTDA";"";"46338";"Comércio atacadista de hortifrutigranjeiros";"PORTO ALEGRE";"RS";"463158,00"
"2024";"48031918000124";"UNIVERSIDADE ESTADUAL PAULISTA JULIO DE MESQUITA FILHO";"";"85317";"Educação superior - graduação";"SÃO PAULO";"SP";"462852,00"
"2024";"10432020000195";"ENERGIA MADEIRAS - INDUSTRIAL E COMERCIAL LTDA";"";"00000";"Sem informação";"CANOINHAS";"SC";"462528,00"
"2024";"03553749000154";"LANDA - COMERCIAL DE ALIMENTOS LTDA.";"LANDA";"49302";"Transporte rodoviário de carga";"CACHOEIRINHA";"RS";"462372,00"
"2024";"08116472000116";"LEEDSAY S/A";"";"32507";"Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos";"MONTE APRAZÍVEL";"SP";"461708,00"
"2024";"01287588000250";"DASS NORDESTE CALCADOS E ARTIGOS ESPORTIVOS S.A";"";"15335";"Fabricação de calçados de material sintético";"ITAPIPOCA";"CE";"461520,00"
"2024";"00394494010441";"MINISTERIO DA JUSTICA E SEGURANCA PUBLICA";"DEPARTAMENTO DE POLICIA RODOVIARIA FEDERAL";"84248";"Segurança e ordem pública";"BRASÍLIA";"DF";"461146,00"
"2024";"01858973000129";"AIRELA INDUSTRIA FARMACEUTICA LTDA";"";"00000";"Sem informação";"PEDRAS GRANDES";"SC";"461113,00"
"2024";"83261420000310";"BISTEK - SUPERMERCADOS LTDA.";"";"52117";"Armazenamento";"BIGUAÇU";"SC";"460795,00"
"2024";"03616432000209";"SOUSAM IMPORTACAO E EXPORTACAO LTDA";"";"46893";"Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente";"EMBU";"SP";"460486,00"
"2024";"04207648000194";"IBC - INSTITUTO BRASILEIRO DE CULTURA LTDA.";"";"58131";"Edição de revistas";"BARUERI";"SP";"460352,00"
"2024";"07519331000181";"CORPRINT DA AMAZONIA GRAFICA E EDITORA LTDA";"CORPRINT DA AMAZONIA";"17419";"Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso comercial e de escritório";"MANAUS";"AM";"460192,00"
"2024";"14477127000100";"LAIBO MEDICAL PRODUTOS MEDICOS E HOSPITALARES LTDA";"";"46648";"Comércio atacadista de máquinas, aparelhos e equipamentos para uso odonto-médico-hospitalar; partes e peças";"SANTOS";"SP";"459907,00"
"2024";"58295213002111";"PHILIPS MEDICAL SYSTEMS LTDA";"";"26604";"Fabricação de aparelhos eletromédicos e eletroterapêuticos e equipamentos de irradiação";"VARGINHA";"MG";"459693,00"
"2024";"24263162000342";"SANTISTA FRIGORIFICO & DISTRIBUIDORA LTDA";"";"46397";"Comércio atacadista de produtos alimentícios em geral";"FORTALEZA";"CE";"459415,00"
"2024";"46142725000115";"POLIMAQUINAS INDUSTRIA E COMERCIO LIMITADA";"POLIMAQUINAS";"28666";"Fabricação de máquinas e equipamentos para a indústria do plástico";"BAURU";"SP";"459235,00"
"2024";"02147467000780";"GESTAMP BRASIL INDUSTRIA DE AUTOPECAS S/A";"";"29492";"Fabricação de peças e acessórios para veículos automotores não especificados anteriormente";"SANTA ISABEL";"SP";"459027,00"
"2024";"36111755000100";"VERTICAL DO PONTO INDUSTRIA E COM DE PARA QUEDAS LTDA";"";"13545";"Fabricação de tecidos especiais, inclusive artefatos";"RIO DE JANEIRO";"RJ";"458514,00"
"2024";"33250713000758";"H STRATTNER E CIA LTDA";"STRATTNER";"46451";"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"BARUERI";"SP";"458474,00"
"2024";"93144970000141";"EQUINAUTIC - COMERCIO, IMPORTACAO E EXPORTACAO DE EQUIPAMENTOS NAUTICOS LTDA";"EQUINAUTIC";"47636";"Comércio varejista de artigos recreativos e esportivos";"PORTO ALEGRE";"RS";"458294,00"
"2024";"05098995000199";"NACON ARARAQUARA COMERCIO E REPRESENTACOES LTDA";"";"46311";"Comércio atacadista de leite e laticínios";"ARARAQUARA";"SP";"458262,00"
"2024";"60765823000130";"SOCIEDADE BENEF ISRAELITABRAS HOSPITAL ALBERT EINSTEIN";"HOSPITAL ISRAELITA ALBERTEINSTEIN";"86101";"Atividades de atendimento hospitalar";"SÃO PAULO";"SP";"457694,00"
"2024";"10615891000306";"FERTIFER IMPORTADORA E EXPORTADORA DE PRODUTOS GERAIS LTDA";"FERTIFER";"46834";"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo";"BARUERI";"SP";"457264,00"
"2024";"92754738000162";"LOJAS RENNER S.A.";"RENNER";"00000";"Sem informação";"PORTO ALEGRE";"RS";"456946,00"
"2024";"05187817000134";"VISION LINE - IMPORTACAO & COMERCIO DE MATERIAIS E EQUIPAMENTOS MEDICOS LTDA";"VISION LINE";"46451";"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"CURITIBA";"PR";"456939,00"
"2024";"62546387000133";"PREDILECTA ALIMENTOS LTDA";"";"10694";"Moagem e fabricação de produtos de origem vegetal não especificados anteriormente";"MATÃO";"SP";"456758,00"
"2024";"31547530000188";"RIZI COMERCIO DE ALIMENTOS LTDA";"";"46320";"Comércio atacadista de cereais e leguminosas beneficiados, farinhas, amidos e féculas";"PELOTAS";"RS";"456134,00"
"2024";"07117240000705";"FORTUNA COMERCIO LTDA";"CHILLI BEANS";"46494";"Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente";"EXTREMA";"MG";"455667,00"
"2024";"50414203000100";"EMBAFILM INDUSTRIA DE EMBALAGENS PLASTICAS FLEXIVEIS LTDA";"EMBAFILM";"22226";"Fabricação de embalagens de material plástico";"MANAUS";"AM";"454570,00"
"2024";"08883540000172";"PRONUTRITION DO BRASIL INDUSTRIA E COMERCIO DE SUPLEMENTOS ALIMENTARES LTDA.";"PRONUTRITION";"10996";"Fabricação de produtos alimentícios não especificados anteriormente";"VALINHOS";"SP";"454369,00"
"2024";"84527274000123";"ETERNAL - INDUSTRIA, COMERCIO, SERVICOS E TRATAMENTO DE RESIDUOS DA AMAZONIA LTDA";"";"19225";"Fabricação de produtos derivados do petróleo, exceto produtos do refino";"MANAUS";"AM";"454180,00"
"2024";"01488990000111";"INFINERA DO BRASIL TECNOLOGIA LTDA.";"";"46524";"Comércio atacadista de componentes eletrônicos e equipamentos de telefonia e comunicação";"SÃO PAULO";"SP";"454050,00"
"2024";"93612968000150";"MILTON CESAR MANFROI";"CEREALISTA MANFROI";"46338";"Comércio atacadista de hortifrutigranjeiros";"LAJEADO";"RS";"453819,00"
"2024";"06371607000164";"FRUTICOLA AURORA LTDA";"";"46338";"Comércio atacadista de hortifrutigranjeiros";"CAMPINAS";"SP";"453535,00"
"2024";"42278796000199";"CELULOSE NIPO-BRASILEIRA S.A. - CENIBRA";"CELULOSE NIPO-BRASILEIRA S.A. - CENIBRA";"17109";"Fabricação de celulose e outras pastas para a fabricação de papel";"BELO ORIENTE";"MG";"452387,00"
"2024";"82641325004377";"CREMER S.A.";"CREMER S/A";"46451";"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"INDAIAL";"SC";"452084,00"
"2024";"03342704000483";"PETRORECONCAVO S/A";"";"06000";"Extração de petróleo e gás natural";"MOSSORÓ";"RN";"452077,00"
"2024";"04935022000102";"IGM-INTERNACIONAL GRANITOS E MARMORES LTDA";"";"00000";"Sem informação";"BARRA DE SÃO FRANCISCO";"ES";"451986,00"
"2024";"26185013000257";"NITEX QUIMICA LTDA";"NITEX QUIMICA";"46834";"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo";"CURITIBA";"PR";"451682,00"
"2024";"61360574000165";"FIRMENICH & CIA. LTDA.";"";"20932";"Fabricação de aditivos de uso industrial";"COTIA";"SP";"451667,00"
"2024";"09398976000139";"IMPPAR PNEUS S/A";"";"00000";"Sem informação";"UMUARAMA";"PR";"450948,00"
"2024";"01898598000221";"STEPAN QUIMICA LTDA.";"";"20991";"Fabricação de produtos químicos não especificados anteriormente";"VESPASIANO";"MG";"450679,00"
"2024";"66154790000178";"SERVCATER INTERNACIONAL LTDA";"LSG SKY CHEFS";"56201";"Serviços de catering, bufê e outros serviços de comida preparada";"GUARULHOS";"SP";"450296,00"
"2024";"00708084000112";"OKSEBRA DO BRASIL ARTEFATOS DE COURO LTDA";"";"15297";"Fabricação de artefatos de couro não especificados anteriormente";"NOVO HAMBURGO";"RS";"450082,00"
"2024";"32911495000105";"KALLUSA ALIMENTOS LTDA";"KALUSA";"46397";"Comércio atacadista de produtos alimentícios em geral";"SÃO PAULO";"SP";"449897,00"
"2024";"61064929000179";"CORTEVA AGRISCIENCE DO BRASIL LTDA.";"";"70204";"Atividades de consultoria em gestão empresarial";"BARUERI";"SP";"449684,00"
"2024";"04891262000144";"MJM PRODUTOS FARMACEUTICOS E DE RADIOPROTECAO S.A.";"RPHPHARMA";"00000";"Sem informação";"PORTO ALEGRE";"RS";"449590,00"
"2024";"40503635000126";"WILLOWOOD AGRISCIENCE REPRESENTACAO COMERCIAL LTDA";"";"46192";"Representantes comerciais e agentes do comércio de mercadorias em geral não especializado";"CAMPINAS";"SP";"449532,00"
"2024";"05232796000202";"BOISSE BRASIL IMPORTACAO LTDA";"PRODUCTA";"46354";"Comércio atacadista de bebidas";"RIO DE JANEIRO";"RJ";"449328,00"
"2024";"92038108000353";"BRINOX METALURGICA SA EM RECUPERACAO JUDICIAL";"";"25934";"Fabricação de artigos de metal para uso doméstico e pessoal";"LINHARES";"ES";"449232,00"
"2024";"11892153003041";"LYON COMERCIO, IMPORTACAO E EXPORTACAO LTDA";"FILIAL BRIONI";"47814";"Comércio varejista de artigos do vestuário e acessórios";"SÃO PAULO";"SP";"449035,00"
"2024";"01084855000100";"TEQUALY TECNICA INDUSTRIAL LTDA";"TEQUALY";"28658";"Fabricação de máquinas e equipamentos para as indústrias de celulose, papel e papelão e artefatos";"CURITIBA";"PR";"448806,00"
"2024";"33237036000142";"S-WORKS LTDA";"S-WORKS";"74901";"Atividades profissionais, científicas e técnicas não especificadas anteriormente";"SERRA";"ES";"448651,00"
"2024";"59775478000721";"POMPEIA S.A.INDUSTRIA E COMERCIO";"";"10996";"Fabricação de produtos alimentícios não especificados anteriormente";"POMPÉIA";"SP";"448632,00"
"2024";"15353135000108";"E-SANTEX IMPORTACAO E EXPORTACAO LTDA";"TUDO BEM TUDO BOM BRASIL";"46451";"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"ITAJAÍ";"SC";"448547,00"
"2024";"08091102001577";"OCYAN S.A.";"OCYAN S.A.";"09106";"Atividades de apoio à extração de petróleo e gás natural";"MACAÉ";"RJ";"448501,00"
"2024";"52736949001987";"SYLVAMO DO BRASIL LTDA.";"";"17214";"Fabricação de papel";"LUÍS ANTÔNIO";"SP";"448412,00"
"2024";"07740586000170";"ORTHOMETRIC - INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS E ODONTOLOGICOS LTDA";"ORTHOMETRIC";"32507";"Fabricação de instrumentos e materiais para uso médico e odontológico e de artigos ópticos";"MARÍLIA";"SP";"447884,00"
"2024";"13009252000123";"WILMAR SUGAR BRASIL COMERCIAL LTDA.";"";"46371";"Comércio atacadista especializado em produtos alimentícios não especificados anteriormente";"SÃO PAULO";"SP";"447705,00"
"2024";"62545686000234";"OXITENO S A INDUSTRIA E COMERCIO";"";"20291";"Fabricação de produtos químicos orgânicos não especificados anteriormente";"MAUÁ";"SP";"447455,00"
"2024";"05574666000177";"MINERACAO BORCHARDT LTDA";"BORCHARDT STONE";"00000";"Sem informação";"BAIXO GUANDU";"ES";"447446,00"
"2024";"29714178000186";"GO ITANKS LOGISTICA LTDA";"";"52508";"Atividades relacionadas à organização do transporte de carga";"RIO DE JANEIRO";"RJ";"447397,00"
"2024";"03775069000185";"SERVICO NACIONAL DE APRENDIZAGEM INDUSTRIAL-SENAI";"SENAI DEPARTAMENTO REGIONAL DO RIO GRANDE DO SUL";"85996";"Atividades de ensino não especificadas anteriormente";"PORTO ALEGRE";"RS";"447257,00"
"2024";"05399225000186";"SMX AGROINDUSTRIAL LTDA";"SMX AGROINDUSTRIA";"15106";"Curtimento e outras preparações de couro";"MANAUS";"AM";"447097,00"
"2024";"03749465000138";"JA SAUDE ANIMAL S.A.";"JA SAUDE ANIMAL";"00000";"Sem informação";"PATROCÍNIO PAULISTA";"SP";"446576,00"
"2024";"78350188000195";"FUNDACAO DA UNIVERSIDADE FEDERAL DO PARANA PARA O DESENVOLVIMENTO DA CIENCIA,TECNOLOGIA E DA CULTURA";"FUNPAR";"85317";"Educação superior - graduação";"CURITIBA";"PR";"446256,00"
"2024";"00843966000190";"JOST BRASIL SISTEMAS AUTOMOTIVOS LTDA";"";"29492";"Fabricação de peças e acessórios para veículos automotores não especificados anteriormente";"CAXIAS DO SUL";"RS";"445958,00"
"2024";"09175103000167";"IBACEM AGRICOLA, COMERCIO E EXPORTACAO LTDA";"";"01334";"Cultivo de frutas de lavoura permanente, exceto laranja e uva";"JUAZEIRO";"BA";"445735,00"
"2024";"01074837000148";"WILCOS DO BRASIL INDUSTRIA E COMERCIO LIMITADA";"";"46451";"Comércio atacadista de instrumentos e materiais para uso médico, cirúrgico, ortopédico e odontológico";"PETRÓPOLIS";"RJ";"445257,00"
"2024";"28753035000544";"I. M. P. COMERCIO DE ALIMENTOS LTDA";"IMP SC";"46346";"Comércio atacadista de carnes, produtos da carne e pescado";"CAMBORIÚ";"SC";"445189,00"
"2024";"44319688000142";"CONCESSIONARIA DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.";"HOLDING DO SISTEMA RODOVIARIO RIO - SAO PAULO S.A.";"52214";"Concessionárias de rodovias, pontes, túneis e serviços relacionados";"SANTA ISABEL";"SP";"444774,00"
"2024";"04400995000309";"GIESECKE+DEVRIENT EPAYMENTS BRASIL LTDA.";"";"18211";"Serviços de pré-impressão";"GUARULHOS";"SP";"444730,00"
"2024";"03582844000186";"VITAPELLI LTDA";"";"15106";"Curtimento e outras preparações de couro";"PRESIDENTE PRUDENTE";"SP";"444713,00"
"2024";"61508537000313";"1001 INDUSTRIA DE ARTEFATOS DE BORRACHA LTDA";"";"22196";"Fabricação de artefatos de borracha não especificados anteriormente";"GUARULHOS";"SP";"444335,00"
"2024";"54081906000107";"IMELTRON COMERCIO IMPORTACAO E EXPORTACAO LTDA";"IMELTRON";"46494";"Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente";"CAMPINAS";"SP";"444199,00"
"2024";"68044700000545";"BELAPIN INDUSTRIA E COMERCIO DE ALIMENTICIOS LTDA";"BELAPIN";"46371";"Comércio atacadista especializado em produtos alimentícios não especificados anteriormente";"FLORIANÓPOLIS";"SC";"444163,00"
"2024";"06298973000135";"SARK TEMPEROS COMERCIAL IMPORTADORA E EXPORTADORA LTDA";"TEMPEROS SARK";"46371";"Comércio atacadista especializado em produtos alimentícios não especificados anteriormente";"SÃO PAULO";"SP";"444128,00"
"2024";"03525717000145";"SENSOR TECHNOLOGY LTDA";"";"26515";"Fabricação de aparelhos e equipamentos de medida, teste e controle";"DIADEMA";"SP";"444016,00"
"2024";"11152300000102";"J TOLEDO COMPONENTES PECAS E ACESSORIOS DA AMAZONIA LTDA";"";"30911";"Fabricação de motocicletas";"MANAUS";"AM";"443790,00"
"2024";"03715819000123";"MECANOTECNICA DO BRASIL INDUSTRIA E COMERCIO LTDA.";"";"28151";"Fabricação de equipamentos de transmissão para fins industriais";"SÃO JOSÉ DOS PINHAIS";"PR";"442976,00"
"2024";"10730308000146";"COMFORT LUX SISTEMAS DE ILUMINACAO LTDA";"COMFORT LUX";"27406";"Fabricação de lâmpadas e outros equipamentos de iluminação";"CACHOEIRINHA";"RS";"442832,00"
"2024";"03883390000264";"AVL SOUTH AMERICA LTDA";"";"46630";"Comércio atacadista de máquinas e equipamentos para uso industrial; partes e peças";"GUARULHOS";"SP";"442642,00"
"2024";"05488253000170";"BORGHETTI - TURBOS E SISTEMAS AUTOMOTIVOS LTDA";"";"29417";"Fabricação de peças e acessórios para o sistema motor de veículos automotores";"SÃO MARCOS";"RS";"442634,00"
"2024";"22226515000570";"AGILE DISTRIBUIDORA LTDA";"";"52117";"Armazenamento";"ITAJAÍ";"SC";"442418,00"
"2024";"03981899000169";"JF PASQUA CONDUTORES ELETRICOS LTDA";"";"24431";"Metalurgia do cobre";"GUAXUPÉ";"MG";"441836,00"
"2024";"44276591000108";"FLASH IMPORTADORA, COMERCIO ATACADISTA DE VARIEDADES LTDA";"";"46494";"Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente";"ITAJAÍ";"SC";"441793,00"
"2024";"10576103000239";"TURKISH AIRLINES INC. (TURK HAVA YOLLARI ANONIM ORTAKLIGI)";"";"51111";"Transporte aéreo de passageiros regular";"GUARULHOS";"SP";"441706,00"
"2024";"01976365000119";"WS ENGENHARIA E MANUTENCAO DE AERONAVES LTDA";"WS ENGENHARIA E MANUTENCAO DE AERONAVES";"00000";"Sem informação";"SÃO JOSÉ DOS PINHAIS";"PR";"441550,00"
"2024";"40586796000120";"RIO ALTO UFV STL VIII SPE S/A";"RIO ALTO UFV STL VIII SPE LTDA";"00000";"Sem informação";"SANTA LUZIA";"PB";"441114,00"
"2024";"06938516000168";"J.M. COMERCIO DE HORTIFRUTI LTDA";"AGRO BARBA";"46338";"Comércio atacadista de hortifrutigranjeiros";"CARIACICA";"ES";"441027,00"
"2024";"02486427000177";"POMELO COMERCIO E EXPORTACAO DE FRUTAS LTDA";"";"46338";"Comércio atacadista de hortifrutigranjeiros";"SÃO PAULO";"SP";"440989,00"
"2024";"62598586000861";"ANGELO AURICCHIO COMPANHIA LTDA";"CONSERVAS OLE";"10325";"Fabricação de conservas de legumes e outros vegetais";"MORRINHOS";"GO";"440927,00"
"2024";"01094764000318";"INTERFERTIL FERTILIZANTES LTDA";"";"20134";"Fabricação de adubos e fertilizantes";"LUZIÂNIA";"GO";"440559,00"
"2024";"02487440000140";"DECOMAC BRASIL LTDA";"";"46893";"Comércio atacadista especializado de outros produtos intermediários não especificados anteriormente";"SÃO PAULO";"SP";"440503,00"
"2024";"02993016000178";"HEMOCAT COMERCIO E IMPORTACAO LTDA";"HEMOCAT";"47733";"Comércio varejista de artigos médicos e ortopédicos";"SALVADOR";"BA";"440264,00"
"2024";"36665949000239";"RDX TELECOMUNICACOES LTDA";"";"47521";"Comércio varejista especializado de equipamentos de telefonia e comunicação";"VIANA";"ES";"440108,00"
"2024";"95591764000105";"UNIVERSIDADE FEDERAL DE SANTA MARIA";"UFSM";"85317";"Educação superior - graduação";"SANTA MARIA";"RS";"439524,00"
"2024";"01449152000139";"AIR-TURBINE AVIATION SERVICOS AERONAUTICOS LTDA";"";"00000";"Sem informação";"SOROCABA";"SP";"439387,00"
"2024";"39806208000138";"NT& SOLUCOES AGRICOLAS LTDA";"NT& FERTILIZANTES";"20134";"Fabricação de adubos e fertilizantes";"UBERLÂNDIA";"MG";"439270,00"
"2024";"13747264000155";"COLIMAX COMERCIAL, IMPORTADORA E EXPORTADORA LTDA";"";"46494";"Comércio atacadista de equipamentos e artigos de uso pessoal e doméstico não especificados anteriormente";"SÃO PAULO";"SP";"439231,00"
"2024";"89716583000165";"A BUHLER SA CURTUME";"";"15106";"Curtimento e outras preparações de couro";"IVOTI";"RS";"438349,00"
"2024";"30450803000109";"ZAMMI INSTRUMENTAL LTDA";"";"22293";"Fabricação de artefatos de material plástico não especificados anteriormente";"DUQUE DE CAXIAS";"RJ";"438124,00"
"2024";"44023471000190";"TENNECO AUTOMOTIVE BRASIL LTDA";"";"29441";"Fabricação de peças e acessórios para o sistema de direção e suspensão de veículos automotores";"MOGI MIRIM";"SP";"437645,00"
"2024";"27479401000122";"PEMAGRAN PEDRAS MARMORES E GRANITOS LTDA";"";"00000";"Sem informação";"CACHOEIRO DE ITAPEMIRIM";"ES";"437398,00"
"2024";"29527706000279";"HART ENERGIA PROJETOS E ENGENHARIA LTDA";"";"71120";"Serviços de engenharia";"ATIBAIA";"SP";"437170,00"
"2024";"04513217000156";"GYRODATA DO BRASIL LTDA";"";"09106";"Atividades de apoio à extração de petróleo e gás natural";"MACAÉ";"RJ";"436530,00"
"2024";"35010355000146";"GW DISTRIBUICAO LTDA";"GRAMKOW";"46397";"Comércio atacadista de produtos alimentícios em geral";"JOINVILLE";"SC";"436408,00"
"2024";"05778327000102";"ANTOLINI DO BRASIL PEDRAS NATURAIS LTDA.";"";"00000";"Sem informação";"SERRA";"ES";"436365,00"
"2024";"13645518000124";"OZA ROCHAS DO BRASIL LTDA";"";"00000";"Sem informação";"CACHOEIRO DE ITAPEMIRIM";"ES";"435985,00"
"2024";"72827389000154";"GALLANT COMERCIAL EXPORTADORA E IMPORTADORA LTDA";"";"46931";"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários";"COTIA";"SP";"435364,00"
