"Ano-calendário";"CNPJ";"Razão Social";"Nome Fantasia";"Código CNAE";"CNAE";"Município";"UF";"Valor Renúncia Fiscal (R$)"
"2024";"33435231000187";"GE CELMA LTDA.";"GE CELMA";"00000";"Sem informação";"PETRÓPOLIS";"RJ";"2559674226,00"
"2024";"39522791000155";"MISC SERVICOS DE PETROLEO DO BRASIL LTDA.";"";"09106";"Atividades de apoio à extração de petróleo e gás natural";"RIO DE JANEIRO";"RJ";"2050046937,00"
"2024";"02012862006109";"TAM LINHAS AEREAS S/A.";"";"00000";"Sem informação";"SÃO CARLOS";"SP";"1620096934,00"
"2024";"00280273000137";"SAMSUNG ELETRONICA DA AMAZONIA LTDA";"SAMSUNG DA AMAZONIA";"26400";"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo";"MANAUS";"AM";"1292854454,00"
"2024";"16701716003686";"STELLANTIS AUTOMOVEIS BRASIL LTDA.";"";"29107";"Fabricação de automóveis, camionetas e utilitários";"GOIANA";"PE";"1102803243,00"
"2024";"33435231000420";"GE CELMA LTDA.";"";"00000";"Sem informação";"PETRÓPOLIS";"RJ";"1066448085,00"
"2024";"01135153000613";"COMEXPORT TRADING COMERCIO EXTERIOR LTDA";"";"46931";"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários";"CARIACICA";"ES";"1013925378,00"
"2024";"40278681000179";"TRANSOCEAN BRASIL LTDA";"";"09106";"Atividades de apoio à extração de petróleo e gás natural";"MACAÉ";"RJ";"953957372,00"
"2024";"33000167008862";"PETROLEO BRASILEIRO S A PETROBRAS";"PETROBRAS REFINARIA DUQUE DE CAXIAS";"19217";"Fabricação de produtos do refino de petróleo";"DUQUE DE CAXIAS";"RJ";"815531763,00"
"2024";"61064911000177";"CATERPILLAR BRASIL LTDA";"";"28534";"Fabricação de tratores, exceto agrícolas";"PIRACICABA";"SP";"705704251,00"
"2024";"59104901000176";"SCANIA LATIN AMERICA LTDA";"";"29204";"Fabricação de caminhões e ônibus";"SÃO BERNARDO DO CAMPO";"SP";"698949887,00"
"2024";"43999424000114";"VOLVO DO BRASIL VEICULOS LTDA";"";"29204";"Fabricação de caminhões e ônibus";"CURITIBA";"PR";"687330522,00"
"2024";"45056965000134";"YINSON BOUVARDIA SERVICOS DE OPERACAO LTDA.";"";"09106";"Atividades de apoio à extração de petróleo e gás natural";"RIO DE JANEIRO";"RJ";"633017228,00"
"2024";"07689002000189";"EMBRAER S.A.";"";"30415";"Fabricação de aeronaves";"SÃO JOSÉ DOS CAMPOS";"SP";"625342345,00"
"2024";"09296295001301";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"";"00000";"Sem informação";"BELO HORIZONTE";"MG";"618288536,00"
"2024";"59104273000129";"MERCEDES-BENZ DO BRASIL LTDA.";"";"29204";"Fabricação de caminhões e ônibus";"SÃO BERNARDO DO CAMPO";"SP";"594193836,00"
"2024";"00913443000173";"RENAULT DO BRASIL S.A";"";"29107";"Fabricação de automóveis, camionetas e utilitários";"SÃO JOSÉ DOS PINHAIS";"PR";"584962754,00"
"2024";"00394544000851";"MINISTERIO DA SAUDE";"DEPARTAMENTO DE LOGISTICA";"84116";"Administração pública em geral";"BRASÍLIA";"DF";"564414740,00"
"2024";"01166372000821";"LG ELECTRONICS DO BRASIL LTDA";"LG ELECTRONICS - MANAUS";"26400";"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo";"MANAUS";"AM";"524611346,00"
"2024";"60744463001080";"SYNGENTA PROTECAO DE CULTIVOS LTDA";"";"20517";"Fabricação de defensivos agrícolas";"PAULÍNIA";"SP";"506088866,00"
"2024";"07689002000421";"EMBRAER S.A.";"";"30415";"Fabricação de aeronaves";"GAVIÃO PEIXOTO";"SP";"470229695,00"
"2024";"02012862003185";"TAM LINHAS AEREAS S/A.";"LATAM AIRLINES BRASIL";"51111";"Transporte aéreo de passageiros regular";"FORTALEZA";"CE";"459672189,00"
"2024";"04337168000148";"MOTO HONDA DA AMAZONIA LTDA";"MOTO HONDA";"30911";"Fabricação de motocicletas";"MANAUS";"AM";"453750463,00"
"2024";"16701716000156";"STELLANTIS AUTOMOVEIS BRASIL LTDA.";"FIASA";"29107";"Fabricação de automóveis, camionetas e utilitários";"BETIM";"MG";"417000494,00"
"2024";"04817052000106";"YAMAHA MOTOR DA AMAZONIA LTDA";"";"30911";"Fabricação de motocicletas";"MANAUS";"AM";"404947150,00"
"2024";"33000167112848";"PETROLEO BRASILEIRO S A PETROBRAS";"";"46125";"Representantes comerciais e agentes do comércio de combustíveis, minerais, produtos siderúrgicos e químicos";"CORUMBÁ";"MS";"378428220,00"
"2024";"05101651000191";"SAIPEM DO BRASIL SERVICOS DE PETROLEO LTDA.";"";"09106";"Atividades de apoio à extração de petróleo e gás natural";"RIO DE JANEIRO";"RJ";"378044578,00"
"2024";"59275792002012";"GENERAL MOTORS DO BRASIL LTDA";"GM SOUTH AMERICA";"29107";"Fabricação de automóveis, camionetas e utilitários";"JOINVILLE";"SC";"369901572,00"
"2024";"34840096000118";"TRSP - TERMINAL DE REGASEIFICACAO DE GNL DE SAO PAULO S.A";"";"00000";"Sem informação";"SANTOS";"SP";"340062612,00"
"2024";"59104422005704";"VOLKSWAGEN DO BRASIL INDUSTRIA DE VEICULOS AUTOMOTORES LTDA";"";"29107";"Fabricação de automóveis, camionetas e utilitários";"SÃO BERNARDO DO CAMPO";"SP";"325731672,00"
"2024";"33000167066129";"PETROLEO BRASILEIRO S A PETROBRAS";"PETROBRAS";"46818";"Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP";"SÃO SEBASTIÃO";"SP";"319746317,00"
"2024";"17625216000145";"DUFRY LOJAS FRANCAS LTDA.";"";"00000";"Sem informação";"GUARULHOS";"SP";"319480872,00"
"2024";"48539407000207";"BASF SA";"";"20517";"Fabricação de defensivos agrícolas";"GUARATINGUETÁ";"SP";"305053086,00"
"2024";"07689002001070";"EMBRAER S.A.";"";"30415";"Fabricação de aeronaves";"TAUBATÉ";"SP";"299694921,00"
"2024";"02012862022996";"TAM LINHAS AEREAS S/A.";"LATAM AIRLINES BRASIL";"00000";"Sem informação";"GUARULHOS";"SP";"299003650,00"
"2024";"40606305000247";"EXCELERATE ENERGY COMERCIALIZADORA DE GAS NATURAL LTDA.";"";"52311";"Gestão de portos e terminais";"SALVADOR";"BA";"298276207,00"
"2024";"33000167037706";"PETROLEO BRASILEIRO S A PETROBRAS";"CONSORCIO BUZIOS UNITIZADO (JU)";"52117";"Armazenamento";"RIO DE JANEIRO";"RJ";"296499355,00"
"2024";"04754557000179";"CATERPILLAR BRASIL COMERCIO DE MAQUINAS E PECAS LTDA.";"";"46621";"Comércio atacadista de máquinas, equipamentos para terraplenagem, mineração e construção; partes e peças";"PIRACICABA";"SP";"293946958,00"
"2024";"22634191000267";"CELBA - CENTRAIS ELETRICAS BARCARENA SA";"";"00000";"Sem informação";"BARCARENA";"PA";"293496358,00"
"2024";"33000167009672";"PETROLEO BRASILEIRO S A PETROBRAS";"PETROBRAS";"46818";"Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP";"OSÓRIO";"RS";"288013226,00"
"2024";"33009945000204";"PRODUTOS ROCHE QUIMICOS E FARMACEUTICOS S A";"";"46443";"Comércio atacadista de produtos farmacêuticos para uso humano e veterinário";"APARECIDA DE GOIÂNIA";"GO";"284540263,00"
"2024";"18253366000138";"NE DRILLING SERVICOS DO BRASIL LTDA";"";"09106";"Atividades de apoio à extração de petróleo e gás natural";"MACAÉ";"RJ";"280637614,00"
"2024";"82277955000740";"NOVO NORDISK FARMACEUTICA DO BRASIL LTDA";"";"46443";"Comércio atacadista de produtos farmacêuticos para uso humano e veterinário";"SÃO JOSÉ DOS PINHAIS";"PR";"275142063,00"
"2024";"18459628003300";"BAYER S.A.";"";"20525";"Fabricação de desinfestantes domissanitários";"BELFORD ROXO";"RJ";"272400011,00"
"2024";"02012862000593";"TAM LINHAS AEREAS S/A.";"LATAM AIRLINES BRASIL";"51111";"Transporte aéreo de passageiros regular";"CONFINS";"MG";"261700987,00"
"2024";"01844555002398";"CNH INDUSTRIAL BRASIL LTDA.";"FAB CURITIBA";"28313";"Fabricação de tratores agrícolas";"CURITIBA";"PR";"259459013,00"
"2024";"11253257000333";"ENAUTA ENERGIA S.A.";"";"06000";"Extração de petróleo e gás natural";"NITERÓI";"RJ";"249273345,00"
"2024";"07699082000153";"ESTALEIRO ATLANTICO SUL S/A EM RECUPERACAO JUDICIAL";"";"30113";"Construção de embarcações e estruturas flutuantes";"IPOJUCA";"PE";"239533281,00"
"2024";"24227491000176";"TCL SEMP INDUSTRIA E COMERCIO DE ELETROELETRONICOS S.A";"";"26400";"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo";"MANAUS";"AM";"237067800,00"
"2024";"59104760000604";"TOYOTA DO BRASIL LTDA";"";"29107";"Fabricação de automóveis, camionetas e utilitários";"SOROCABA";"SP";"234987635,00"
"2024";"01135153000290";"COMEXPORT TRADING COMERCIO EXTERIOR LTDA";"";"46931";"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários";"SÃO PAULO";"SP";"234148152,00"
"2024";"59104422010384";"VOLKSWAGEN DO BRASIL INDUSTRIA DE VEICULOS AUTOMOTORES LTDA";"";"29107";"Fabricação de automóveis, camionetas e utilitários";"SÃO JOSÉ DOS PINHAIS";"PR";"229184569,00"
"2024";"59275792009610";"GENERAL MOTORS DO BRASIL LTDA";"GM SOUTH AMERICA";"29107";"Fabricação de automóveis, camionetas e utilitários";"GRAVATAÍ";"RS";"228253495,00"
"2024";"56994502002779";"NOVARTIS BIOCIENCIAS SA";"";"00000";"Sem informação";"EMBU";"SP";"220041903,00"
"2024";"60318797000100";"ASTRAZENECA DO BRASIL LTDA.";"";"00000";"Sem informação";"COTIA";"SP";"219794876,00"
"2024";"04672503000245";"BW ENERGY MAROMBA DO BRASIL LTDA.";"";"06000";"Extração de petróleo e gás natural";"ARACRUZ";"ES";"219511742,00"
"2024";"07005330000119";"TERNIUM BRASIL LTDA.";"";"24211";"Produção de semi-acabados de aço";"RIO DE JANEIRO";"RJ";"218169182,00"
"2024";"04104117000761";"NISSAN DO BRASIL AUTOMOVEIS LTDA";"";"29107";"Fabricação de automóveis, camionetas e utilitários";"RESENDE";"RJ";"216370608,00"
"2024";"59275792000150";"GENERAL MOTORS DO BRASIL LTDA";"GM SOUTH AMERICA";"29107";"Fabricação de automóveis, camionetas e utilitários";"SÃO CAETANO DO SUL";"SP";"215336522,00"
"2024";"40180943000168";"REFINARIA DE MANAUS S.A.";"REFINARIA DA AMAZONIA - REAM";"19217";"Fabricação de produtos do refino de petróleo";"MANAUS";"AM";"215002934,00"
"2024";"59104422002446";"VOLKSWAGEN DO BRASIL INDUSTRIA DE VEICULOS AUTOMOTORES LTDA";"";"29107";"Fabricação de automóveis, camionetas e utilitários";"TAUBATÉ";"SP";"213005891,00"
"2024";"41777706000141";"REFINARIA DE MATARIPE S.A.";"ACELEN";"19217";"Fabricação de produtos do refino de petróleo";"SÃO FRANCISCO DO CONDE";"BA";"207593871,00"
"2024";"07864634000131";"BRAM OFFSHORE TRANSPORTES MARITIMOS LTDA";"BRAM";"50301";"Navegação de apoio";"RIO DE JANEIRO";"RJ";"204331755,00"
"2024";"04954351000192";"SUBSEA7 DO BRASIL SERVICOS LTDA";"SUBSEA7 DO BRASIL SERVICOS LTDA";"09106";"Atividades de apoio à extração de petróleo e gás natural";"NITERÓI";"RJ";"204207891,00"
"2024";"04222931000195";"CLIMAZON INDUSTRIAL LTDA";"CLIMAZON";"28241";"Fabricação de aparelhos e equipamentos de ar condicionado";"MANAUS";"AM";"204107932,00"
"2024";"09509535000167";"ARCELORMITTAL PECEM S.A.";"";"24211";"Produção de semi-acabados de aço";"SÃO GONÇALO DO AMARANTE";"CE";"199058164,00"
"2024";"59275792000826";"GENERAL MOTORS DO BRASIL LTDA";"GM SOUTH AMERICA";"29107";"Fabricação de automóveis, camionetas e utilitários";"SÃO JOSÉ DOS CAMPOS";"SP";"198291656,00"
"2024";"08800454000230";"OSM DO BRASIL GERENCIAMENTO DE OPERACOES MARITIMAS LTDA";"";"52320";"Atividades de agenciamento marítimo";"MACAÉ";"RJ";"193865810,00"
"2024";"03519135000156";"GREE ELECTRIC APPLIANCES DO BRASIL LTDA.";"";"28241";"Fabricação de aparelhos e equipamentos de ar condicionado";"MANAUS";"AM";"192192686,00"
"2024";"03795647000226";"LIBRAPORT CAMPINAS S.A";"";"52125";"Carga e descarga";"CAMPINAS";"SP";"191873996,00"
"2024";"02891814000199";"TPAR - TERMINAL PORTUARIO DE ANGRA DOS REIS S.A";"";"52311";"Gestão de portos e terminais";"ANGRA DOS REIS";"RJ";"189577413,00"
"2024";"14200166000166";"ELGIN INDUSTRIAL DA AMAZONIA LTDA";"";"28291";"Fabricação de máquinas e equipamentos de uso geral não especificados anteriormente";"MANAUS";"AM";"184324151,00"
"2024";"36277163000163";"AGUAS AZUIS CONSTRUCAO NAVAL SPE LTDA";"";"30113";"Construção de embarcações e estruturas flutuantes";"ITAJAÍ";"SC";"178041054,00"
"2024";"10770101000103";"SUL TRADING LTDA";"SUL TRADING";"46818";"Comércio atacadista de combustíveis sólidos, líquidos e gasosos, exceto gás natural e GLP";"PARANAGUÁ";"PR";"177119078,00"
"2024";"11368070000113";"TGS DO BRASIL LTDA.";"TGS";"71197";"Atividades técnicas relacionadas à arquitetura e engenharia";"RIO DE JANEIRO";"RJ";"173321998,00"
"2024";"04454120000110";"FLEXTRONICS DA AMAZONIA LTDA";"FLEXTRONICS DA AMAZONIA";"26108";"Fabricação de componentes eletrônicos";"MANAUS";"AM";"170932928,00"
"2024";"48122295002491";"FMC TECHNOLOGIES DO BRASIL LTDA.";"";"28518";"Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo";"RIO DE JANEIRO";"RJ";"170460205,00"
"2024";"29307609000190";"VOLVO EQUIPAMENTOS DE CONSTRUCAO LATIN AMERICA LTDA.";"";"28534";"Fabricação de tratores, exceto agrícolas";"PEDERNEIRAS";"SP";"165339663,00"
"2024";"04600686000102";"POSEIDON SERVICOS MARITIMOS LTDA";"";"82997";"Atividades de serviços prestados principalmente às empresas não especificadas anteriormente";"MACAÉ";"RJ";"165023010,00"
"2024";"61064911001734";"CATERPILLAR BRASIL LTDA";"CATERPILLAR BRASIL LTDA.";"28534";"Fabricação de tratores, exceto agrícolas";"CAMPO LARGO";"PR";"164625411,00"
"2024";"03560974000975";"MERCK SHARP & DOHME FARMACEUTICA LTDA.";"MSD";"46443";"Comércio atacadista de produtos farmacêuticos para uso humano e veterinário";"APARECIDA DE GOIÂNIA";"GO";"163788498,00"
"2024";"33000167036645";"PETROLEO BRASILEIRO S A PETROBRAS";"CONSORCIO TUPI UNITIZADO (JU)";"06000";"Extração de petróleo e gás natural";"RIO DE JANEIRO";"RJ";"163356143,00"
"2024";"51780468000268";"JANSSEN-CILAG FARMACEUTICA LTDA";"";"00000";"Sem informação";"SÃO JOSÉ DOS CAMPOS";"SP";"160958797,00"
"2024";"59104422009882";"VOLKSWAGEN DO BRASIL INDUSTRIA DE VEICULOS AUTOMOTORES LTDA";"";"29417";"Fabricação de peças e acessórios para o sistema motor de veículos automotores";"SÃO CARLOS";"SP";"159580063,00"
"2024";"16701716003171";"STELLANTIS AUTOMOVEIS BRASIL LTDA.";"";"29107";"Fabricação de automóveis, camionetas e utilitários";"BETIM";"MG";"158752888,00"
"2024";"11283356000287";"PHILCO ELETRONICOS SA";"";"26400";"Fabricação de aparelhos de recepção, reprodução, gravação e amplificação de áudio e vídeo";"MANAUS";"AM";"157320681,00"
"2024";"04176689000160";"ENVISION INDUSTRIA DE PRODUTOS ELETRONICOS LTDA";"ENVISION INDUSTRIA DE PRODUTOS ELETRONICOS LTDA";"26213";"Fabricação de equipamentos de informática";"MANAUS";"AM";"154993216,00"
"2024";"09296295000240";"AZUL LINHAS AEREAS BRASILEIRAS S.A.";"";"51111";"Transporte aéreo de passageiros regular";"CAMPINAS";"SP";"153047271,00"
"2024";"36519422000115";"IVG BRASIL LTDA";"";"29204";"Fabricação de caminhões e ônibus";"SETE LAGOAS";"MG";"149003537,00"
"2024";"08795463000107";"CBO SERVICOS MARITIMOS S.A.";"";"50301";"Navegação de apoio";"MACAÉ";"RJ";"148394379,00"
"2024";"05876349000105";"ONESUBSEA DO BRASIL LTDA.";"";"28518";"Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo";"SÃO JOSÉ DOS PINHAIS";"PR";"145787079,00"
"2024";"04222428000130";"COIMPA INDUSTRIAL LTDA";"COIMPA";"24423";"Metalurgia dos metais preciosos";"MANAUS";"AM";"144957524,00"
"2024";"33781055001530";"FUNDACAO OSWALDO CRUZ";"INSTITUTO DE TECNOLOGIA EM IMUNOBIOLOGICOS";"72100";"Pesquisa e desenvolvimento experimental em ciências físicas e naturais";"RIO DE JANEIRO";"RJ";"142121279,00"
"2024";"92660604001316";"YARA BRASIL FERTILIZANTES S/A";"ADUBOS TREVO EST UNIF";"20134";"Fabricação de adubos e fertilizantes";"RIO GRANDE";"RS";"137024154,00"
"2024";"48090120000153";"SAFRAN HELICOPTER ENGINES INDUSTRIA E COMERCIO DO BRASIL LTDA";"";"00000";"Sem informação";"DUQUE DE CAXIAS";"RJ";"135860076,00"
"2024";"45990181000189";"ROBERT BOSCH LIMITADA";"";"29417";"Fabricação de peças e acessórios para o sistema motor de veículos automotores";"CAMPINAS";"SP";"133776764,00"
"2024";"10787103000105";"BOSKALIS DO BRASIL DRAGAGEM E SERVICOS MARITIMOS LTDA.";"";"00000";"Sem informação";"RIO DE JANEIRO";"RJ";"133154531,00"
"2024";"17469701010482";"ARCELORMITTAL BRASIL S.A.";"";"24229";"Produção de laminados planos de aço";"SERRA";"ES";"131732883,00"
"2024";"82901000001522";"INTELBRAS S.A. INDUSTRIA DE TELECOMUNICACAO ELETRONICA BRASILEIRA";"INTELBRAS";"26329";"Fabricação de aparelhos telefônicos e de outros equipamentos de comunicação";"MANAUS";"AM";"130412402,00"
"2024";"05101651000604";"SAIPEM DO BRASIL SERVICOS DE PETROLEO LTDA.";"";"09106";"Atividades de apoio à extração de petróleo e gás natural";"GUARUJÁ";"SP";"128130004,00"
"2024";"05848387000316";"ALUNORTE ALUMINA DO NORTE DO BRASIL S/A";"ALUNORTE";"24415";"Metalurgia do alumínio e suas ligas";"BARCARENA";"PA";"127609922,00"
"2024";"08986284000220";"FOXCONN MOEBG INDUSTRIA DE ELETRONICOS LTDA";"";"26108";"Fabricação de componentes eletrônicos";"MANAUS";"AM";"127354100,00"
"2024";"90810706000373";"FERTIPAR FERTILIZANTES DO PARANA LIMITADA";"FERTIPAR";"20134";"Fabricação de adubos e fertilizantes";"PARANAGUÁ";"PR";"126133449,00"
"2024";"42519082000125";"PAN MARINE DO BRASIL LTDA";"";"50301";"Navegação de apoio";"MACAÉ";"RJ";"124323217,00"
"2024";"23871782000130";"BMW MANUFACTURING INDUSTRIA DE MOTOS DA AMAZONIA LTDA";"";"30911";"Fabricação de motocicletas";"MANAUS";"AM";"123746214,00"
"2024";"04807608000183";"VALGROUP AM INDUSTRIA DE EMBALAGENS FLEXIVEIS LTDA";"VALGROUP";"22226";"Fabricação de embalagens de material plástico";"MANAUS";"AM";"123702174,00"
"2024";"89674782001200";"JOHN DEERE BRASIL LTDA";"JOHN DEERE BRASIL LTDA";"28330";"Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação";"MONTENEGRO";"RS";"123002138,00"
"2024";"01192333001366";"HONDA AUTOMOVEIS DO BRASIL LTDA";"HONDA AUTOMOVEIS";"29107";"Fabricação de automóveis, camionetas e utilitários";"PAULÍNIA";"SP";"122813797,00"
"2024";"10588595001092";"SANOFI MEDLEY FARMACEUTICA LTDA";"MEDLEY FARMACEUTICA LTDA.";"00000";"Sem informação";"SUZANO";"SP";"118871324,00"
"2024";"06020318000544";"VOLKSWAGEN TRUCK & BUS INDUSTRIA E COMERCIO DE VEICULOS LTDA";"VOLKSWAGEN TRUCK & BUS INDUSTRIA E COMERCIO DE VEICULOS";"29204";"Fabricação de caminhões e ônibus";"RESENDE";"RJ";"117518238,00"
"2024";"33000167029274";"PETROLEO BRASILEIRO S A PETROBRAS";"CONSORCIO RONCADOR (CP)";"06000";"Extração de petróleo e gás natural";"MACAÉ";"RJ";"115086621,00"
"2024";"33781055004980";"FUNDACAO OSWALDO CRUZ";"INSTITUTO DE TECNOLOGIA EM FARMACOS";"00000";"Sem informação";"RIO DE JANEIRO";"RJ";"113927289,00"
"2024";"43201151000110";"CUMMINS BRASIL LIMITADA";"";"29204";"Fabricação de caminhões e ônibus";"GUARULHOS";"SP";"113740096,00"
"2024";"14808074000163";"TRIUMPH - FABRICACAO DE MOTOCICLETAS DE MANAUS LTDA.";"TRIUMPH MOTORCYCLES MANAUS";"30911";"Fabricação de motocicletas";"MANAUS";"AM";"112967936,00"
"2024";"33435231000500";"GE CELMA LTDA.";"";"00000";"Sem informação";"TRÊS RIOS";"RJ";"112186510,00"
"2024";"01844555002630";"CNH INDUSTRIAL BRASIL LTDA.";"FAB SOROCABA";"28330";"Fabricação de máquinas e equipamentos para a agricultura e pecuária, exceto para irrigação";"SOROCABA";"SP";"111563063,00"
"2024";"44410199000100";"KOMATSU DO BRASIL LTDA";"KOMATSU";"28534";"Fabricação de tratores, exceto agrícolas";"SUZANO";"SP";"110839291,00"
"2024";"67405936000173";"PEUGEOT-CITROEN DO BRASIL AUTOMOVEIS LTDA";"";"29107";"Fabricação de automóveis, camionetas e utilitários";"PORTO REAL";"RJ";"109896384,00"
"2024";"36966298000136";"GRAN ENERGIES S.A";"";"09106";"Atividades de apoio à extração de petróleo e gás natural";"MACAÉ";"RJ";"109538687,00"
"2024";"44777951000147";"ADUFERTIL FERTILIZANTES LTDA.";"ADUFERTIL";"20134";"Fabricação de adubos e fertilizantes";"JUNDIAÍ";"SP";"105271002,00"
"2024";"27197888000231";"DUFRY DO BRASIL DUTY FREE SHOP LTDA.";"";"00000";"Sem informação";"RIO DE JANEIRO";"RJ";"105202467,00"
"2024";"34285688000115";"SHEARWATER GEOSERVICES DO BRASIL LTDA";"";"71197";"Atividades técnicas relacionadas à arquitetura e engenharia";"RIO DE JANEIRO";"RJ";"104667907,00"
"2024";"00394429004521";"COMANDO DA AERONAUTICA";"CENTRO DE TRANSPORTE LOGISTICO DA AERONAUTICA";"84221";"Defesa";"RIO DE JANEIRO";"RJ";"102562427,00"
"2024";"47180625002190";"CTVA PROTECAO DE CULTIVOS LTDA.";"";"20517";"Fabricação de defensivos agrícolas";"FRANCO DA ROCHA";"SP";"100817859,00"
"2024";"10394422000142";"HYUNDAI MOTOR BRASIL MONTADORA DE AUTOMOVEIS LTDA";"HYUNDAI MOTOR BRASIL - HMB";"29107";"Fabricação de automóveis, camionetas e utilitários";"PIRACICABA";"SP";"98893334,00"
"2024";"76487032005437";"ELECTROLUX DO BRASIL S/A";"ELECTROLUX DO BRASIL S.A.";"28241";"Fabricação de aparelhos e equipamentos de ar condicionado";"MANAUS";"AM";"98620627,00"
"2024";"04229761000766";"VIDEOLAR-INNOVA S/A";"INNOVA";"20312";"Fabricação de resinas termoplásticas";"MANAUS";"AM";"96999589,00"
"2024";"33000167080970";"PETROLEO BRASILEIRO S A PETROBRAS";"REFINARIA PRESIDENTE GETULIO VARGAS REPAR";"19217";"Fabricação de produtos do refino de petróleo";"ARAUCÁRIA";"PR";"96892935,00"
"2024";"61072393003906";"PFIZER BRASIL LTDA";"";"00000";"Sem informação";"ITAPEVI";"SP";"96389509,00"
"2024";"01844555002045";"CNH INDUSTRIAL BRASIL LTDA.";"FAB CONTAGEM";"28542";"Fabricação de máquinas e equipamentos para terraplenagem, pavimentação e construção, exceto tratores";"CONTAGEM";"MG";"95647624,00"
"2024";"02162259000750";"MWM - TUPY DO BRASIL LTDA.";"MWM MOTORES DIESEL";"29204";"Fabricação de caminhões e ônibus";"SÃO PAULO";"SP";"95454574,00"
"2024";"07575651003689";"GOL LINHAS AEREAS S.A.";"";"00000";"Sem informação";"LAGOA SANTA";"MG";"95253348,00"
"2024";"60894730006308";"USINAS SIDERURGICAS DE MINAS GERAIS S/A. USIMINAS";"";"24229";"Produção de laminados planos de aço";"CUBATÃO";"SP";"94372573,00"
"2024";"03669753000182";"ESTALEIRO BRASFELS LTDA";"";"30113";"Construção de embarcações e estruturas flutuantes";"ANGRA DOS REIS";"RJ";"93908952,00"
"2024";"33247743000110";"GLAXOSMITHKLINE BRASIL LTDA";"GLAXOSMITHKLINE - GSK - LABORATORIOS STIEFEL - STIEFEL";"00000";"Sem informação";"RIO DE JANEIRO";"RJ";"91485039,00"
"2024";"81716144000574";"ROCHA TERMINAIS PORTUARIOS E LOGISTICA S.A.";"";"52117";"Armazenamento";"PARANAGUÁ";"PR";"91151704,00"
"2024";"56998982000107";"BRISTOL-MYERS SQUIBB FARMACEUTICA LTDA.";"";"46443";"Comércio atacadista de produtos farmacêuticos para uso humano e veterinário";"SÃO PAULO";"SP";"90059003,00"
"2024";"45655695000269";"AZULAO I GERACAO DE ENERGIA S.A";"";"00000";"Sem informação";"SILVES";"AM";"90034200,00"
"2024";"47509120000182";"BRADESCO LEASING S.A. - ARRENDAMENTO MERCANTIL";"";"64409";"Arrendamento mercantil";"OSASCO";"SP";"90014201,00"
"2024";"13812133000376";"NOV FLEXIBLES EQUIPAMENTOS E SERVICOS LTDA.";"";"22293";"Fabricação de artefatos de material plástico não especificados anteriormente";"SÃO JOÃO DA BARRA";"RJ";"89986094,00"
"2024";"07200194000380";"CAL-COMP INDUSTRIA E COMERCIO DE ELETRONICOS E INFORMATICA LTDA.";"";"26221";"Fabricação de periféricos para equipamentos de informática";"MANAUS";"AM";"89933402,00"
"2024";"61454393000106";"RECOFARMA INDUSTRIA DO AMAZONAS LTDA";"RECOFARMA";"11224";"Fabricação de refrigerantes e de outras bebidas não-alcoólicas";"MANAUS";"AM";"88870995,00"
"2024";"55962369001220";"AGCO DO BRASIL SOLUCOES AGRICOLAS LTDA.";"";"28313";"Fabricação de tratores agrícolas";"MOGI DAS CRUZES";"SP";"87761867,00"
"2024";"22770366000182";"TEC TOY S.A";"TRANSIRE TEC TOY S.A";"26221";"Fabricação de periféricos para equipamentos de informática";"MANAUS";"AM";"85770688,00"
"2024";"15800545000400";"ABBVIE FARMACEUTICA LTDA.";"";"46931";"Comércio atacadista de mercadorias em geral, sem predominância de alimentos ou de insumos agropecuários";"EXTREMA";"MG";"85605403,00"
"2024";"02290510000176";"ADAMA BRASIL S/A";"";"20517";"Fabricação de defensivos agrícolas";"LONDRINA";"PR";"85365408,00"
"2024";"18105959000319";"OCP FERTILIZANTES LTDA.";"OCP BRASIL";"46834";"Comércio atacadista de defensivos agrícolas, adubos, fertilizantes e corretivos do solo";"RIO GRANDE";"RS";"85001111,00"
"2024";"01505705000204";"ONESUBSEA DO BRASIL SERVICOS SUBMARINOS LTDA";"";"28518";"Fabricação de máquinas e equipamentos para a prospecção e extração de petróleo";"TAUBATÉ";"SP";"84654139,00"
"2024";"87249561000107";"UNIFERTIL - UNIVERSAL DE FERTILIZANTES LTDA";"";"20134";"Fabricação de adubos e fertilizantes";"CANOAS";"RS";"83347956,00"
"2024";"68915891003246";"TECHNIP BRASIL - ENGENHARIA, INSTALACOES E APOIO MARITIMO LTDA.";"TECHNIP BRASIL ENGENHARIA INSTALACOES E APOIO MARITIMO";"71120";"Serviços de engenharia";"SÃO JOÃO DA BARRA";"RJ";"83201666,00"
